laptop_ID,Company,Product,TypeName,Inches,Ram,OpSys,Weight,Price_in_euros,Touchscreen,ResolutionCategory,Memory_Storage,Memory_Type,Memory_Dual,Cpu_Brand,Cpu_Family,Cpu_Generation,Cpu_Frequency,Gpu_Marca,Gpu_Familia,Gpu_Modelo
124,MSI,GS63VR 7RG,Gaming,15.6,16,Windows 10,1.8,2241.5,0,Full HD,2256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1070
282,Acer,Aspire A515-51G,Notebook,15.6,8,Windows 10,2.2,745.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,8.0,1.8,Nvidia,GeForce,MX130
1140,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,8,Windows 10,1.8,1669.0,1,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.5,Intel,HD Graphics,520
446,Asus,VivoBook Max,Notebook,15.6,4,Linux,2.0,559.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
1275,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.29,490.0,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,520
887,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,4,Linux,2.0,398.99,0,HD,1000.0,HDD,0,Intel,Intel Pentium,4.0,1.1,Intel,HD Graphics,505
151,MSI,GE72MVR 7RG,Gaming,17.3,16,Windows 10,2.9,2029.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1070
156,MSI,GE73VR 7RE,Gaming,17.3,16,Windows 10,2.8,1890.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1060
551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,4,Windows 10,2.0,349.0,0,HD,500.0,HDD,0,AMD,AMD E-Series,7.0,1.8,AMD,Radeon R2,Graphics
1317,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16,Windows 10,1.3,1499.0,1,2K/QHD,512.0,SSD,0,Intel,Intel Core,6.0,2.5,Intel,HD Graphics,520
893,Asus,VivoBook L402NA,Notebook,14.1,4,Windows 10,1.65,348.0,0,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Windows 10,2.4,564.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
94,HP,Probook 430,Notebook,13.3,16,Windows 10,1.49,1197.0,0,Full HD,512.0,SSD,0,Intel,Intel Core,8.0,1.8,Intel,UHD Graphics,620
734,Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,719.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,8.0,1.6,AMD,Radeon,530
1302,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,4,Windows 10,1.8,638.0,1,Full HD,128.0,SSD,0,Intel,Intel Core,6.0,2.5,Intel,HD Graphics,520
1179,MSI,GS40 Phantom,Gaming,14.0,16,Windows 10,1.7,1769.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,6.0,2.6,Nvidia,GeForce GTX,970M
1061,MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,1545.64,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,6.0,2.7,Nvidia,GeForce GTX,980M
1060,HP,EliteBook 1040,Notebook,14.0,8,Windows 7,1.43,1469.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
133,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,638.99,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,AMD,Radeon R7,M445
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,Windows 10,1.86,419.0,0,HD,128.0,SSD,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
1056,Toshiba,Tecra A50-C-218,Notebook,15.6,16,Windows 10,2.4,1425.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.5,Nvidia,GeForce,930M
596,Asus,ROG Strix,Gaming,17.3,8,Windows 10,2.73,1770.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.5,Nvidia,GeForce GTX,1060
464,Microsoft,Surface Laptop,Ultrabook,13.5,4,Windows 10 S,1.252,989.0,1,Full HD,128.0,SSD,0,Intel,Intel Core,,2.2,Intel,HD Graphics,615
613,Toshiba,Tecra Z50-C-144,Notebook,15.6,8,Windows 10,2.2,1399.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.5,Intel,HD Graphics,520
870,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,469.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,520
768,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,599.0,0,HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
21,Asus,Vivobook E200HA,Netbook,11.6,2,Windows 10,0.98,191.9,0,HD,32.0,Flash,0,Intel,Intel Atom,8.0,1.44,Intel,HD Graphics,400
1299,Dell,Inspiron 3567,Notebook,15.6,8,Linux,2.3,805.99,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.7,AMD,Radeon R5,M430
1180,HP,Pavilion 15-cb003nv,Gaming,15.6,8,Windows 10,2.62,899.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
1285,Dell,Inspiron 3567,Notebook,15.6,8,Linux,2.3,805.99,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.7,AMD,Radeon R5,M430
813,Dell,Latitude 3180,Netbook,11.6,4,Windows 10,1.63,744.0,0,HD,128.0,SSD,0,Intel,Intel Pentium,4.0,1.1,Intel,HD Graphics,505
654,Acer,Swift 3,Ultrabook,14.0,8,Windows 10,1.8,919.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,Graphics,620
568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,630.0,0,Full HD,128.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
1108,Dell,Inspiron 5370,Ultrabook,13.3,4,Windows 10,1.4,818.35,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,AMD,Radeon,530
932,Dell,Inspiron 7567,Gaming,15.6,16,Windows 10,2.6,1349.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
185,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1399.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
1282,Dell,Inspiron 3552,Notebook,15.6,2,Windows 10,2.2,379.0,0,HD,500.0,HDD,0,Intel,Intel Celeron,3.0,1.6,Intel,HD,Graphics
1125,HP,EliteBook 1030,Notebook,13.3,8,Windows 10,1.16,1699.0,1,2K/QHD,256.0,SSD,0,Intel,Intel Core,,1.1,Intel,HD Graphics,515
432,Dell,Inspiron 7577,Gaming,15.6,8,Windows 10,2.62,1159.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
199,HP,ProBook 470,Notebook,17.3,8,Windows 10,2.5,914.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,8.0,1.6,Nvidia,GeForce,930MX
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4,Windows 10,1.7,599.0,0,Full HD,128.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
1048,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1228.99,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.5,Intel,HD Graphics,520
157,HP,EliteBook 840,Ultrabook,14.0,4,Windows 10,1.48,1082.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
10,Acer,Swift 3,Ultrabook,14.0,8,Windows 10,1.6,770.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
1246,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,16,Windows 10,2.6,1029.0,1,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,6.0,2.6,Nvidia,GeForce GTX,960M
1069,HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,705.15,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
525,HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,889.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Nvidia,GeForce,930MX
212,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1449.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.8,Intel,UHD Graphics,620
983,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Windows 10,2.4,695.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Nvidia,GeForce,920MX
543,Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,797.41,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,AMD,Radeon,530
967,Asus,Chromebook Flip,2 in 1 Convertible,12.5,8,Chrome OS,1.2,1159.0,0,Full HD,64.0,Flash,0,Intel,Intel Core,,1.2,Intel,HD Graphics,515
389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8,Windows 10,1.5,1099.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Nvidia,GeForce,940MX
569,HP,EliteBook 1030,Ultrabook,13.3,16,Windows 10,1.16,1965.0,1,2K/QHD,512.0,SSD,0,Intel,Intel Core,,1.2,Intel,HD Graphics,515
333,Asus,VivoBook S15,Ultrabook,15.6,8,Windows 10,1.7,1049.9,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Nvidia,GeForce,940MX
350,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1579.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.8,Intel,UHD Graphics,620
1292,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.2,369.0,0,HD,500.0,HDD,0,Intel,Intel Celeron,3.0,1.6,Intel,HD,Graphics
197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,No OS,2.8,698.0,0,HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Nvidia,GeForce,MX150
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,489.0,0,Full HD,1000.0,HDD,0,AMD,AMD A9-Series,9.0,3.0,AMD,Radeon,520
1242,Dell,Inspiron 5578,2 in 1 Convertible,15.0,4,Windows 10,2.08,509.0,1,Full HD,500.0,HDD,0,Intel,Intel Core,7.0,2.4,Intel,HD Graphics,620
1052,Dell,Latitude E5570,Notebook,15.6,8,Windows 7,2.09,1062.95,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.4,Intel,HD Graphics,520
69,HP,Stream 14-AX040wm,Notebook,14.0,4,Windows 10,1.44,229.0,0,HD,32.0,SSD,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,2,Windows 10,1.1,275.0,1,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
918,HP,Elitebook 820,Netbook,12.5,8,Windows 10,1.26,1483.0,0,Full HD,512.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
1005,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,Windows 10,2.1,499.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,6.0,2.0,AMD,Radeon,520
118,HP,Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.26,1398.99,1,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
842,Lenovo,Thinkpad T460,Notebook,14.0,8,Windows 10,1.7,1186.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
973,Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,4,Chrome OS,1.25,389.0,1,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
634,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,No OS,2.2,468.0,0,Full HD,128.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
145,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,869.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050M
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8,Windows 10,2.0,945.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
34,Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.2,1869.0,1,2K/QHD,512.0,SSD,0,Intel,Intel Core,8.0,1.8,Intel,UHD Graphics,620
304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16,Windows 10,1.63,1468.0,0,Full HD,512.0,SSD,0,Intel,Intel Core,7.0,2.7,Nvidia,GeForce,940MX
587,Mediacom,SmartBook Edge,Notebook,14.0,4,Windows 10,1.45,389.0,0,Full HD,32.0,SSD,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
528,HP,Spectre X360,Ultrabook,13.3,8,Windows 10,1.32,1399.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
431,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,2799.0,0,2K/QHD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.9,Nvidia,GeForce GTX,1070
644,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1869.0,1,2K/QHD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,No OS,2.45,579.0,0,HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.3,Nvidia,GeForce GTX,950M
705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,4,Chrome OS,1.2,669.0,1,Full HD,64.0,Flash,0,Intel,Intel Core,,0.9,Intel,HD Graphics,515
489,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,726.0,0,Full HD,128.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
452,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.64,1179.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce,930MX
46,Apple,MacBook Pro,Ultrabook,13.3,8,macOS,1.37,1419.0,0,2K/QHD,256.0,SSD,0,Intel,Intel Core,,2.0,Intel,Iris Graphics,540
403,Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1229.56,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.8,AMD,Radeon RX,550
114,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1379.0,1,2K/QHD,256.0,SSD,0,Intel,Intel Core,7.0,2.4,Intel,Iris Plus Graphics,640
1307,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,8,Windows 10,1.2,729.0,0,Full HD,512.0,SSD,0,Intel,Intel Core,,0.9,Intel,HD Graphics,515
1156,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Windows 10,2.8,2440.0,1,2K/QHD,512.0,SSD,0,Intel,Intel Core,6.0,2.6,Intel,HD Graphics,520
467,Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,544.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,Nvidia,GeForce,940MX
944,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,309.0,0,HD,1000.0,HDD,0,Intel,Intel Pentium,4.0,1.1,Intel,HD Graphics,505
64,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,8,Windows 10,1.4,941.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
1312,HP,Pavilion 15-AW003nv,Notebook,15.6,6,Windows 10,2.04,549.99,0,Full HD,1000.0,Hybrid,0,AMD,AMD A9-Series,9.0,2.9,AMD,Radeon R7,M440
490,Chuwi,"Lapbook 15,6",Notebook,15.6,4,Windows 10,1.89,248.9,0,Full HD,64.0,Flash,0,Intel,Intel Atom,8.0,1.44,Intel,HD,Graphics
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,1,4K,512.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
559,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,2699.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1070
1163,HP,ZBook Studio,Workstation,15.6,8,Windows 7,2.0,1899.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.6,Nvidia,Quadro,M1000M
974,Toshiba,Portege Z30-C-16Z,Notebook,13.3,8,Windows 10,1.2,1535.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.4,Intel,HD Graphics,520
958,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,8,Windows 10,1.1,1299.0,1,Full HD,256.0,SSD,0,Intel,Intel Core,,1.2,Intel,HD Graphics,515
443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,347.0,0,HD,500.0,HDD,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
250,Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,985.0,0,Full HD,2128.0,SSD+HDD,1,Intel,Intel Core,8.0,1.8,AMD,Radeon,530
1206,Dell,XPS 13,Ultrabook,13.3,8,Linux,1.23,1099.0,1,2K/QHD,256.0,SSD,0,Intel,Intel Core,6.0,2.4,Intel,HD Graphics,520
549,HP,Envy 13-AB020nr,Ultrabook,13.3,8,Windows 10,1.34,1145.0,0,2K/QHD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.42,2590.0,1,2K/QHD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
920,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8,Windows 10,2.6,789.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,6.0,2.3,Nvidia,GeForce GTX,960M
674,Dell,Latitude 3580,Notebook,15.6,8,Windows 10,2.06,955.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
166,Dell,Inspiron 3576,Notebook,15.6,8,Windows 10,2.13,728.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,AMD,Radeon,520
207,Lenovo,Legion Y720-15IKB,Gaming,15.6,16,Windows 10,3.2,1749.0,0,Full HD,1512.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1060
979,Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.25,465.62,0,HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,AMD,Radeon R5,M430
801,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1970.0,1,Full HD,512.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
891,HP,EliteBook x360,2 in 1 Convertible,13.3,4,Windows 10,1.28,1700.0,1,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
357,HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1304.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
480,Dell,Latitude 7390,Ultrabook,13.3,8,Windows 10,1.42,1841.85,1,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
1197,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.07,650.0,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
267,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,722.0,0,Full HD,500.0,HDD,0,Intel,Intel Core,8.0,1.6,Intel,HD Graphics,620
25,HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,15.6,8,Windows 10,1.91,659.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.8,Intel,HD Graphics,620
326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,4,Windows 10,2.79,589.0,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,Nvidia,GeForce,920MX
923,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.6,1205.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Intel,HD Graphics,620
537,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,3012.77,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1070
754,Samsung,Notebook 9,Ultrabook,13.3,16,Windows 10,0.81,1649.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
1063,Asus,Chromebook C202SA,Netbook,11.6,4,Chrome OS,1.2,287.9,0,HD,16.0,Flash,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
607,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1219.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
244,Acer,Nitro AN515-51,Gaming,15.6,8,Windows 10,2.5,846.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Nvidia,GeForce GTX,1050
936,HP,Envy 13-AB077cl,Ultrabook,13.3,8,Windows 10,1.39,1149.0,1,2K/QHD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
132,HP,ProBook 470,Notebook,17.3,8,Windows 10,2.5,928.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
171,Dell,Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,1060.49,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
146,Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,602.0,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
996,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,6,Windows 10,2.2,549.0,0,Full HD,256.0,SSD,0,AMD,AMD A12-Series,9.0,3.6,AMD,Radeon,530
647,Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,2399.0,1,4K,1000.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
336,MSI,GL72M 7REX,Gaming,17.3,8,Windows 10,2.7,1199.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
1000,HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,806.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
246,Asus,VivoBook Pro,Notebook,17.3,8,Windows 10,2.1,1145.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,8.0,1.8,Nvidia,GeForce,150MX
1254,HP,EliteBook 840,Ultrabook,14.0,8,Windows 7,1.54,2198.19,0,2K/QHD,256.0,SSD,0,Intel,Intel Core,6.0,2.5,Intel,HD Graphics,520
167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.5,1079.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
228,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,794.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
946,HP,250 G6,Notebook,15.6,4,No OS,1.86,288.9,0,HD,1000.0,HDD,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
1036,HP,Spectre 13-V100nv,Notebook,13.3,8,Windows 10,1.11,1149.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
1027,HP,EliteBook 840,Ultrabook,14.0,8,Windows 10,1.54,1887.21,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.5,Intel,HD Graphics,520
1252,Apple,MacBook Air,Ultrabook,11.6,4,Mac OS X,1.08,959.0,0,HD,256.0,Flash,0,Intel,Intel Core,,1.6,Intel,HD Graphics,6000
1289,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16,Windows 10,1.3,1499.0,1,2K/QHD,512.0,SSD,0,Intel,Intel Core,6.0,2.5,Intel,HD Graphics,520
271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.1,1499.0,1,Full HD,1024.0,SSD+SSD,1,Intel,Intel Core,8.0,1.8,Intel,UHD Graphics,620
984,Dell,XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,1899.0,1,2K/QHD,512.0,SSD,0,Intel,Intel Core,,1.3,Intel,HD Graphics,615
552,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,705.5,0,Full HD,128.0,SSD,0,Intel,Intel Core,7.0,2.4,Intel,HD Graphics,620
482,Dell,Latitude E5470,Notebook,14.0,8,Windows 10,1.79,740.0,0,HD,128.0,SSD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
1186,HP,Stream 14-AX000nv,Notebook,14.0,2,Windows 10,1.44,249.0,0,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
945,HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1579.0,0,Full HD,500.0,HDD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,4,Windows 10,2.3,977.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.3,Nvidia,GeForce GTX,950M
353,Dell,Latitude 5590,Ultrabook,15.6,16,Windows 10,1.88,1607.96,0,Full HD,768.0,SSD+SSD,1,Intel,Intel Core,8.0,1.9,Intel,UHD Graphics,620
458,Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,1975.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.7,Nvidia,Quadro,M620
287,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,829.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Nvidia,GeForce GTX,1050
593,HP,Omen 17-AN010nv,Gaming,17.3,16,Windows 10,3.78,1498.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
